ISI_1	ISI_10	ISI_11	ISI_12	ISI_13	ISI_14	ISI_2	ISI_3	ISI_4	ISI_5	ISI_6	ISI_7	ISI_8	ISI_9	ISI_target	cond_trig	correct_response	question	secondary_trig	target_trig	target_word	word_1	word_10	word_11	word_12	word_13	word_14	word_2	word_3	word_4	word_5	word_6	word_7	word_8	word_9	ITI	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
359	100	100	100	100	100	359	211	248	211	248	100	174	322	322	104	0	0	0	51	singer	Freddie	0	0	0	0	0	Mercury	was	like	the	lead	0	in	Queen.	1035	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
322	100	100	100	100	100	174	248	211	396	100	100	174	359	396	104	0	0	0	52	language	French	0	0	0	0	0	is	like	the	official	0	0	of	Quebec.	910	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
507	359	100	100	100	100	174	248	211	0	100	100	174	248	248	104	0	0	0	53	fear	Agoraphobia	spaces.	0	0	0	0	is	like	the	0	0	0	of	open	1067	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
507	100	100	100	100	100	174	248	137	359	285	100	100	100	433	104	0	0	0	54	dressing.	Vinaigrette	0	0	0	0	0	is	like	a	popular	salad	0	0	0	829	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
285	100	100	100	100	100	174	248	211	0	100	100	174	396	359	104	0	0	0	55	capital	Dakar	0	0	0	0	0	is	like	the	0	0	0	of	Senegal.	1081	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
396	100	100	100	100	100	174	248	211	0	100	100	174	285	359	104	0	0	0	56	graying	Poliosis	0	0	0	0	0	is	like	the	0	0	0	of	hair.	1119	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
285	100	100	100	100	100	174	248	137	0	100	100	174	433	285	104	0	0	0	57	color	Black	0	0	0	0	0	is	like	a	0	0	0	of	mourning.	1019	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
470	100	100	100	100	100	174	248	211	0	100	100	174	285	248	104	z	Was the previous statement about water?	0	58	fear	Pyrophobia	0	0	0	0	0	is	like	the	0	0	0	of	fire.	1110	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
322	100	100	100	100	100	285	211	248	211	285	285	100	100	470	104	0	0	0	59	President.	Barack	0	0	0	0	0	Obama	was	like	the	first	Black	0	0	1119	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
433	359	100	100	100	100	174	248	211	359	100	100	211	211	248	104	0	0	0	60	term	Halitosis	breath.	0	0	0	0	is	like	the	medical	0	0	for	bad	1143	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
359	248	100	100	100	100	174	248	211	396	100	100	248	211	322	104	0	0	0	61	planet	Neptune	sun.	0	0	0	0	is	like	the	farthest	0	0	from	the	1000	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
470	396	100	100	100	100	174	248	211	100	100	100	174	211	359	104	0	0	0	62	capital	Wellington	Zealand.	0	0	0	0	is	like	the	0	0	0	of	New	1172	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
322	100	100	100	100	100	174	248	137	100	100	100	100	100	359	104	0	0	0	63	country	Canada	0	0	0	0	0	is	like	a	0	0	0	0	0	985	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
137	100	100	100	100	100	359	174	248	137	322	396	100	100	248	104	0	0	0	64	toy.	A	0	0	0	0	0	dreidel	is	like	a	Jewish	gambling	0	0	990	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
211	100	100	100	100	100	470	174	248	137	433	100	100	100	359	104	0	0	0	65	ballet.	The	0	0	0	0	0	Nutcracker	is	like	a	Christmas	0	0	0	1157	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
285	100	100	100	100	100	174	248	137	285	100	100	100	100	359	104	0	0	0	66	liquid.	Water	0	0	0	0	0	is	like	a	clear	0	0	0	0	1072	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
285	100	100	100	100	100	285	174	248	137	544	100	100	100	359	104	z	Is Tiger Woods a professional musician? 	0	67	golfer.	Tiger	0	0	0	0	0	Woods	is	like	a	professional	0	0	0	1061	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
433	100	100	100	100	100	211	248	137	285	100	100	100	100	433	104	0	0	0	68	festival.	Woodstock	0	0	0	0	0	was	like	a	music	0	0	0	0	1080	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
433	100	100	100	100	100	211	248	100	100	100	100	100	100	507	104	0	0	0	69	marsupials.	Kangaroos	0	0	0	0	0	are	like	0	0	0	0	0	0	918	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
470	322	359	100	100	100	174	174	248	211	359	100	174	211	359	104	0	0	0	70	highway	Interstate	United	States.	0	0	0	90	is	like	the	longest	0	in	the	871	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
211	100	100	100	100	100	359	285	174	248	211	359	100	100	322	104	0	0	0	71	ocean.	The	0	0	0	0	0	Pacific	Ocean	is	like	the	largest	0	0	934	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
507	100	100	100	100	100	174	248	211	100	100	100	174	396	285	104	0	0	0	72	study	Meteorology	0	0	0	0	0	is	like	the	0	0	0	of	weather.	972	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
396	396	100	100	100	100	174	248	211	322	100	100	174	322	359	104	0	0	0	73	ability	Immunity	disease.	0	0	0	0	is	like	the	body's	0	0	to	resist	1101	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
544	285	322	100	100	100	174	248	211	359	100	100	211	211	248	104	0	0	0	74	term	Hypoglycemia	blood	sugar.	0	0	0	is	like	the	medical	0	0	for	low	992	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
433	100	100	100	100	100	174	248	137	100	100	100	174	322	322	104	z	Was the previous sentence about a region of Canada?	0	75	region	Catalonia	0	0	0	0	0	is	like	a	0	0	0	of	Spain.	879	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
211	285	285	100	100	100	285	174	248	211	359	100	174	211	248	104	0	0	0	76	bone	The	human	body.	0	0	0	femur	is	like	the	longest	0	in	the	1088	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
285	100	100	100	100	100	359	211	248	137	100	100	100	100	433	104	0	0	0	77	musician.	Elvis	0	0	0	0	0	Presley	was	like	a	0	0	0	0	1135	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
248	100	100	100	100	100	285	211	248	137	100	100	100	100	470	104	0	0	0	78	president.	John	0	0	0	0	0	Adams	was	like	a	0	0	0	0	1200	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
322	100	100	100	100	100	618	174	248	174	100	100	100	100	322	104	0	0	0	79	actor.	Arnold	0	0	0	0	0	Schwarzenegger	is	like	an	0	0	0	0	1034	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
211	100	100	100	100	100	174	248	137	359	100	100	100	100	322	104	/	Did the last sentence discuss colors?	0	80	color.	Red	0	0	0	0	0	is	like	a	primary	0	0	0	0	1127	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
359	100	100	100	100	100	211	248	174	100	100	100	100	100	359	104	/	Did the last sentence discuss Picasso?	0	81	artist.	Picasso	0	0	0	0	0	was	like	an	0	0	0	0	0	912	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
285	100	100	100	100	100	211	248	285	100	100	100	100	100	396	104	0	0	0	82	flowers.	Herbs	0	0	0	0	0	are	like	dried	0	0	0	0	0	952	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
581	100	100	100	100	100	174	248	137	100	100	100	174	433	285	104	0	0	0	83	style	Impressionism	0	0	0	0	0	is	like	a	0	0	0	of	painting.	926	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__	__empty__
